duan.Label-Analysis(4),,,,,,,,,,,,
Volume3d (?m^3) ,Area3d (?m^2) ,EqDiameter (?m) ,BaryCenterX (?m) ,BaryCenterY (?m) ,BaryCenterZ (?m) ,index,,,,,,
3264,1115.5,18.4042,2693.39,3797.14,3071.4,7702,,,,,,18.4042
2624,910.2,17.1128,3362.66,3926.61,3072.3,7703,,,,,,17.1128
1408,580.393,13.906,2228.41,4119.47,3074.2,7704,,,,,,13.906
5824,1916.26,22.3224,3018.82,4149.52,3078.18,7705,,,,,,22.3224
3776,1161.77,19.3202,3979.23,4159.31,3076.49,7706,,,,,,19.3202
2240,797.899,16.2337,3336.67,4231.22,3071.85,7707,,,,,,16.2337
1344,556.759,13.692,3479.34,4302.72,3073.41,7708,,,,,,13.692
7040,1799.29,23.7789,3307.68,4379.9,3077.04,7709,,,,,,23.7789
22528,3932.29,35.0409,3740.52,1423.08,3087.15,7710,,,,,,35.0409
1856,720.789,15.2473,3414.4,1630,3076.45,7711,,,,,,15.2473
4480,1486.35,20.4531,2230.9,1839.9,3079.73,7712,,,,,,20.4531
2560,869.115,16.9726,2878.86,1957.4,3076.93,7713,,,,,,16.9726
38464,5745.49,41.8812,3230.29,2021.29,3092,7714,,,,,,41.8812
4288,1494.66,20.1567,2590.96,2252.89,3085.14,7715,,,,,,20.1567
1536,619.271,14.3152,2635.46,2385.6,3077.76,7716,,,,,,14.3152
1664,649.677,14.7023,3904.49,2558.03,3074.62,7717,,,,,,14.7023
2432,903.407,16.6848,2160.54,2599.21,3076.09,7718,,,,,,16.6848
1856,702.355,15.2473,2398.82,2963.24,3076.03,7719,,,,,,15.2473
1408,583.792,13.906,2420.23,3016.56,3074.93,7720,,,,,,13.906
5888,1840.39,22.4039,4000.65,3966.58,3087.71,7721,,,,,,22.4039
1344,554.237,13.692,3346.77,4068.82,3074.93,7722,,,,,,13.692
14016,2870.15,29.9141,3134.81,4105.06,3086.51,7723,,,,,,29.9141
2048,749.57,15.7559,2944.71,4242.85,3078.06,7724,,,,,,15.7559
1472,749.158,14.1136,3487.83,4334.58,3077.71,7725,,,,,,14.1136
1536,612.706,14.3152,3978.62,4334.6,3075.26,7726,,,,,,14.3152
1728,735.493,14.8884,2549.18,4366.81,3075.67,7727,,,,,,14.8884
10944,2399.03,27.546,2682.89,4376.06,3085.34,7728,,,,,,27.546
1664,648.877,14.7023,2324.19,1682.95,3079.24,7729,,,,,,14.7023
2176,783.352,16.0776,3320.37,1696.51,3078.7,7730,,,,,,16.0776
2432,846.714,16.6848,3228.11,1751.94,3080.51,7731,,,,,,16.6848
1920,724.004,15.4206,2825.62,1760.57,3081.73,7732,,,,,,15.4206
1472,585.751,14.1136,2563.3,1831.1,3079.28,7733,,,,,,14.1136
3264,1019.29,18.4042,3257.7,1837.22,3083.56,7734,,,,,,18.4042
1472,634.461,14.1136,2229.74,2073.02,3078.76,7735,,,,,,14.1136
3008,987.03,17.9099,3269.68,2291.87,3083.78,7736,,,,,,17.9099
1344,553.491,13.692,2670.19,2457.96,3079.69,7737,,,,,,13.692
3648,1134.92,19.0994,2788.22,4026.4,3084.26,7738,,,,,,19.0994
1472,727.197,14.1136,4024.87,4060.84,3082.93,7739,,,,,,14.1136
4352,1837.52,20.2565,3349.66,4103.69,3083.58,7740,,,,,,20.2565
2560,1126.83,16.9726,3953.76,4153.2,3082.63,7741,,,,,,16.9726
1984,738.474,15.5901,3045.67,4182.2,3079.06,7742,,,,,,15.5901
175552,16333.7,69.4708,3584.55,4221.6,3112.81,7743,,,,,,69.4708
5824,1772.33,22.3224,3336.23,4258.88,3085.31,7744,,,,,,22.3224
3200,1088.18,18.2831,3472.08,1415.26,3089.97,7745,,,,,,18.2831
5184,1645.05,21.4728,3215.15,1473.18,3092.46,7746,,,,,,21.4728
3136,1026.14,18.1604,2677.81,1655.84,3085.79,7747,,,,,,18.1604
1728,676.07,14.8884,2675.99,1679.25,3085.6,7748,,,,,,14.8884
3072,1142.62,18.036,2726.79,1852.85,3089.6,7749,,,,,,18.036
1408,577.176,13.906,3526.41,1899.65,3082.2,7750,,,,,,13.906
2752,929.642,17.3867,2415.24,2440.41,3084.88,7751,,,,,,17.3867
4480,1324.25,20.4531,3735.01,3124.36,3088.07,7752,,,,,,20.4531
15168,2965.96,30.7121,2383.04,3546.33,3091.94,7753,,,,,,30.7121
4672,1775.09,20.7412,2474.02,3684.86,3098.77,7754,,,,,,20.7412
3840,1174.88,19.4287,2949.29,4326.04,3089.8,7755,,,,,,19.4287
1792,696.971,15.07,3527.67,1467.67,3089.36,7756,,,,,,15.07
1344,556.733,13.692,3438.19,1569.39,3087.5,7757,,,,,,13.692
1984,732.709,15.5901,2984.12,1654.97,3087.45,7758,,,,,,15.5901
3072,1165.7,18.036,2365.54,2006.77,3092.85,7759,,,,,,18.036
3200,1013.29,18.2831,2521.04,2006.7,3088.85,7760,,,,,,18.2831
1344,553.491,13.692,3330.19,3289.96,3087.69,7761,,,,,,13.692
2688,916.719,17.2508,3903.43,3595.77,3089.41,7762,,,,,,17.2508
3520,1224.95,18.8733,3112.77,3767.25,3093.33,7763,,,,,,18.8733
1856,696.512,15.2473,3187.09,3779.1,3088.72,7764,,,,,,15.2473
5504,1509.14,21.9058,2708.26,3909.71,3091.95,7765,,,,,,21.9058
4224,1259.22,20.0559,3966.17,3941.59,3091.05,7766,,,,,,20.0559
1856,696.539,15.2473,3885.99,4199.1,3086.93,7767,,,,,,15.2473
6912,2203.22,23.6339,3713.55,4258.77,3091.38,7768,,,,,,23.6339
1472,599.088,14.1136,3707.13,4354.58,3088.15,7769,,,,,,14.1136
1600,637.834,14.5113,3671.12,1429.18,3092.69,7770,,,,,,14.5113
6144,1669.38,22.724,2950.58,1451.35,3094.68,7771,,,,,,22.724
45824,6606.49,44.3981,3214.07,1556.47,3108.24,7772,,,,,,44.3981
2176,792.542,16.0776,2461.9,1705.1,3092.34,7773,,,,,,16.0776
5568,1822.65,21.9904,3033.12,1712.11,3102.06,7774,,,,,,21.9904
1344,550.065,13.692,2374.58,1791.1,3090.93,7775,,,,,,13.692
5504,1653.57,21.9058,2383.19,1847.71,3095.3,7776,,,,,,21.9058
1344,556.76,13.692,2759.34,1916.63,3090.55,7777,,,,,,13.692
2048,766.202,15.7559,2547.96,2056.1,3092.31,7778,,,,,,15.7559
1536,619.296,14.3152,2585.62,2076.27,3090.43,7779,,,,,,14.3152
7168,1774.14,23.9221,2511.13,2297.03,3096.68,7780,,,,,,23.9221
10752,2361.98,27.384,3550.93,2609.13,3101.76,7781,,,,,,27.384
2304,811.133,16.3868,3328.62,2921.44,3093.82,7782,,,,,,16.3868
20480,3663.29,33.9451,3258.53,2944.52,3101.99,7783,,,,,,33.9451
2368,820.349,16.5372,3149.33,2969.48,3093.85,7784,,,,,,16.5372
56320,7617.53,47.5578,3111.79,3161.77,3111.82,7785,,,,,,47.5578
1856,706.267,15.2473,2535.92,3253.86,3094.1,7786,,,,,,15.2473
2304,909.276,16.3868,2626.07,3566.55,3091.71,7787,,,,,,16.3868
1344,556.864,13.692,3515.72,3663.1,3093.79,7788,,,,,,13.692
54784,7062.23,47.1214,2338.08,3674.17,3111.08,7789,,,,,,47.1214
1344,550.065,13.692,3142.96,3727.1,3090.55,7790,,,,,,13.692
2048,744.553,15.7559,3805.58,3762.48,3092.56,7791,,,,,,15.7559
3520,1095.06,18.8733,3222.96,3876.78,3095.15,7792,,,,,,18.8733
3968,1209.65,19.6422,3990.83,3946.14,3097.12,7793,,,,,,19.6422
1984,747.874,15.5901,3375.86,4059.62,3091.19,7794,,,,,,15.5901
1472,585.751,14.1136,2986.96,4062.41,3090.93,7795,,,,,,14.1136
2176,781.445,16.0776,2241.43,4148.99,3092.7,7796,,,,,,16.0776
2432,849.419,16.6848,3984.54,4335.73,3093.77,7797,,,,,,16.6848
1984,913.908,15.5901,2934.31,4363.23,3095.06,7798,,,,,,15.5901
1984,741.127,15.5901,3026.96,4363.49,3092.35,7799,,,,,,15.5901
1344,553.569,13.692,3262.77,1419.29,3094.17,7800,,,,,,13.692
4672,1385.29,20.7412,3285.53,1568.53,3101.73,7801,,,,,,20.7412
2496,882.911,16.8299,2359.57,1651.72,3098.62,7802,,,,,,16.8299
4288,1243.79,20.1567,2912.09,1688.12,3101.56,7803,,,,,,20.1567
1344,553.596,13.692,2266.19,1738.91,3094.36,7804,,,,,,13.692
1344,562.575,13.692,3080.67,1825.77,3095.31,7805,,,,,,13.692
3136,1011.36,18.1604,2797.65,2081.8,3098.28,7806,,,,,,18.1604
30784,4799.27,38.8844,3796.69,2170.52,3110.61,7807,,,,,,38.8844
4544,1303.43,20.5501,3800.7,2276.34,3100.11,7808,,,,,,20.5501
6720,1722.32,23.413,2142.5,2316.13,3104.26,7809,,,,,,23.413
2944,1136.97,17.782,2174.96,2420.41,3100.24,7810,,,,,,17.782
1472,585.751,14.1136,2474.96,2455.1,3094.93,7811,,,,,,14.1136
2624,884.739,17.1128,2324.91,2546.03,3097.27,7812,,,,,,17.1128
4288,1254.05,20.1567,3913.17,2651.1,3101.56,7813,,,,,,20.1567
2688,906.465,17.2508,2657.43,2906.53,3097.88,7814,,,,,,17.2508
2560,865.199,16.9726,3215.96,2981.9,3097.73,7815,,,,,,16.9726
1856,712.082,15.2473,2596.2,3229.86,3096.59,7816,,,,,,15.2473
2560,1056.29,16.9726,2698.76,3503.8,3106.13,7817,,,,,,16.9726
6208,1663.9,22.8026,2275.53,3547.39,3105.28,7818,,,,,,22.8026
1344,568.526,13.692,3652.86,3651.1,3095.69,7819,,,,,,13.692
3008,1056.13,17.9099,3071.89,3721.57,3100.72,7820,,,,,,17.9099
1792,706.503,15.07,2371.96,3811.1,3098.5,7821,,,,,,15.07
2176,923.202,16.0776,2736.25,3844.4,3095.75,7822,,,,,,16.0776
14528,2859.45,30.274,2945.74,3863.72,3105.75,7823,,,,,,30.274
3008,977.787,17.9099,3673.51,3913.15,3098,7824,,,,,,17.9099
5824,1539.88,22.3224,2919.26,3955.89,3102.27,7825,,,,,,22.3224
6336,1646.47,22.9583,2887.44,3984.36,3102.24,7826,,,,,,22.9583
3072,1152.34,18.036,3141.54,4070.44,3104.6,7827,,,,,,18.036
1664,652.278,14.7023,3331.57,4074.18,3096.78,7828,,,,,,14.7023
1600,628.591,14.5113,3159.12,4132.86,3095.25,7829,,,,,,14.5113
2432,831.471,16.6848,3369.8,4300.58,3096.62,7830,,,,,,16.6848
4288,1528.76,20.1567,2462.66,4366.8,3105.5,7831,,,,,,20.1567
21184,3703.59,34.3297,2275.94,1609.66,3111.21,7832,,,,,,34.3297
10432,2447.12,27.1096,2695.2,1667.89,3105.97,7833,,,,,,27.1096
1408,617.336,13.906,2964.77,1673.28,3099.84,7834,,,,,,13.906
3968,1344.7,19.6422,3781.54,1716.2,3104.87,7835,,,,,,19.6422
2624,900.06,17.1128,2242.18,1795.2,3100.98,7836,,,,,,17.1128
2944,969.109,17.782,3353.65,1996.15,3103.11,7837,,,,,,17.782
4096,1231.08,19.8512,2245.21,2003.1,3102.74,7838,,,,,,19.8512
2048,751.17,15.7559,2607.96,2275.6,3100.43,7839,,,,,,15.7559
1408,580.367,13.906,2624.05,2322.01,3099.3,7840,,,,,,13.906
1408,580.445,13.906,3288.05,2564.74,3098.57,7841,,,,,,13.906
1664,702.225,14.7023,2341.11,2828.18,3099.24,7842,,,,,,14.7023
8896,2207.34,25.7078,3140.65,3698.9,3109.84,7843,,,,,,25.7078
2432,832.296,16.6848,2965.59,3736.47,3100.93,7844,,,,,,16.6848
1472,601.61,14.1136,2967.83,3811.1,3100.84,7845,,,,,,14.1136
3904,1181.15,19.5361,3218.89,3926.58,3104.05,7846,,,,,,19.5361
1856,696.591,15.2473,3058.96,4179.1,3101.97,7847,,,,,,15.2473
186048,16754.7,70.8286,3175.76,4247.73,3137.3,7848,,,,,,70.8286
7744,2788.28,24.5465,2536.41,4372.06,3120.58,7849,,,,,,24.5465
2560,880.496,16.9726,3678.46,4375.4,3101.13,7850,,,,,,16.9726
5440,1455.22,21.8206,3374.96,1440.47,3107.26,7851,,,,,,21.8206
3008,990.168,17.9099,2998.62,1536.8,3107.87,7852,,,,,,17.9099
7872,2195.24,24.681,2587.38,1587.04,3112.79,7853,,,,,,24.681
1408,647.102,13.906,3560.05,1824.92,3105.84,7854,,,,,,13.906
448448,29511.2,94.9667,2493.66,1869.85,3154.66,7855,,,,,,94.9667
1664,643.114,14.7023,2594.8,2048.18,3102.93,7856,,,,,,14.7023
4864,1387.07,21.0216,2557.27,2147.68,3109.35,7857,,,,,,21.0216
17600,3266.81,32.2729,2639.48,2189.21,3113.24,7858,,,,,,32.2729
1344,562.628,13.692,3611.53,2606.15,3104.84,7859,,,,,,13.692
2944,1041.07,17.782,3930.26,2614.75,3105.11,7860,,,,,,17.782
1664,681.675,14.7023,3107.11,2681.72,3102.78,7861,,,,,,14.7023
1664,652.225,14.7023,3240.34,2795.26,3106.01,7862,,,,,,14.7023
1472,595.741,14.1136,2475.83,3751.62,3105.19,7863,,,,,,14.1136
20544,3686.91,33.9804,3359.73,3754.7,3117.12,7864,,,,,,33.9804
6016,1571.14,22.5651,3190.91,3815.44,3109.61,7865,,,,,,22.5651
2304,818.37,16.3868,2959.51,3827.1,3105.15,7866,,,,,,16.3868
6656,2006.94,23.3384,2810.15,3908.26,3109.28,7867,,,,,,23.3384
2240,809.401,16.2337,3085.58,3987.79,3103.39,7868,,,,,,16.2337
2176,816.974,16.0776,3337.9,4018.87,3105.52,7869,,,,,,16.0776
6656,2475.41,23.3384,2763.69,4037.72,3110.85,7870,,,,,,23.3384
3200,1052.65,18.2831,2791.04,4051.42,3105.89,7871,,,,,,18.2831
2112,772.387,15.9184,2746.96,4071.95,3107.17,7872,,,,,,15.9184
1472,604.001,14.1136,3349.91,4083.97,3105.37,7873,,,,,,14.1136
4608,1331.62,20.6461,3433.23,1425.05,3110.88,7874,,,,,,20.6461
2112,901.212,15.9184,2935.8,1442.38,3111.54,7875,,,,,,15.9184
2560,1006.1,16.9726,3187.36,1441.8,3112.03,7876,,,,,,16.9726
8256,1968.5,25.0759,3781.69,1485.58,3112.73,7877,,,,,,25.0759
2688,999.462,17.2508,3482.77,1561.67,3110.07,7878,,,,,,17.2508
4672,1334.96,20.7412,3887.34,1757.35,3110.88,7879,,,,,,20.7412
102912,11767.8,58.1419,3697.23,1770.01,3131.73,7880,,,,,,58.1419
30528,5962.53,38.7763,3016.82,1825.58,3128.59,7881,,,,,,38.7763
3072,985.773,18.036,3890.29,1841.35,3109.18,7882,,,,,,18.036
12352,2557.52,28.68,3387.27,1861.59,3114.35,7883,,,,,,28.68
1536,722.179,14.3152,3225.29,1941.1,3109.26,7884,,,,,,14.3152
1984,736.647,15.5901,3038.57,2251.1,3110.29,7885,,,,,,15.5901
4928,1606.4,21.1134,2173.97,2283.88,3116.59,7886,,,,,,21.1134
4160,1267.41,19.9541,2244,3550.24,3112.96,7887,,,,,,19.9541
308608,35036.5,83.8435,3459.35,3732.19,3150,7888,,,,,,83.8435
1600,631.992,14.5113,2319.28,3768.54,3110.45,7889,,,,,,14.5113
4096,1210.41,19.8512,2701.21,3874.04,3110.06,7890,,,,,,19.8512
1792,787.392,15.07,2625.67,3881.82,3111.5,7891,,,,,,15.07
2560,891.327,16.9726,2782.56,3993.2,3110.43,7892,,,,,,16.9726
4160,1207.73,19.9541,3351.02,4121.13,3111.42,7893,,,,,,19.9541
1344,560.107,13.692,3146.58,4145.01,3107.31,7894,,,,,,13.692
1600,637.192,14.5113,2778.16,4146.3,3109.81,7895,,,,,,14.5113
3520,1133.8,18.8733,4008.56,4203.83,3110.57,7896,,,,,,18.8733
1344,556.786,13.692,3294.38,4227.48,3108.07,7897,,,,,,13.692
1408,619.376,13.906,3124.96,4290.19,3108.57,7898,,,,,,13.906
2624,898.618,17.1128,3077.4,4303.1,3112.39,7899,,,,,,17.1128
1792,688.501,15.07,2936.53,1412.53,3113.07,7900,,,,,,15.07
17216,3241.49,32.0365,2994.75,1451.09,3123.39,7901,,,,,,32.0365
33280,5607.62,39.9082,3116.27,1465.86,3125.95,7902,,,,,,39.9082
2560,879.565,16.9726,2537.46,1485.1,3113.13,7903,,,,,,16.9726
3712,1343.56,19.2104,2517.44,1535.65,3121.07,7904,,,,,,19.2104
2240,805.263,16.2337,2314.27,1558.19,3113.22,7905,,,,,,16.2337
2048,814.298,15.7559,3467.33,1599.98,3113.56,7906,,,,,,15.7559
2560,1012.05,16.9726,2503.06,1619.9,3115.23,7907,,,,,,16.9726
1664,652.251,14.7023,2666.65,1703.87,3112.93,7908,,,,,,14.7023
6784,1734,23.4871,2256.5,1718.27,3116.55,7909,,,,,,23.4871
8768,2263.5,25.5839,2678.02,1752.33,3120.45,7910,,,,,,25.5839
7552,1964.04,24.3419,2222.18,1776.49,3114.63,7911,,,,,,24.3419
2048,753.717,15.7559,2606.21,1774.1,3111.18,7912,,,,,,15.7559
3008,976.911,17.9099,3297.51,1849.4,3114.17,7913,,,,,,17.9099
2496,855.184,16.8299,2817.62,2066.28,3112.88,7914,,,,,,16.8299
1792,747.77,15.07,2415.24,2132.67,3113.5,7915,,,,,,15.07
31488,4865.05,39.1786,2961.66,2186.76,3127.72,7916,,,,,,39.1786
3584,1110.92,18.987,2436.24,2310.6,3113.5,7917,,,,,,18.987
2048,747.18,15.7559,2546.58,2322.98,3113.18,7918,,,,,,15.7559
2944,1069.57,17.782,2160.61,2582.06,3119.54,7919,,,,,,17.782
1728,664.147,14.8884,2385.92,2713.33,3112.86,7920,,,,,,14.8884
1408,589.583,13.906,2785.32,3158.19,3111.84,7921,,,,,,13.906
1472,595.741,14.1136,3091.3,3938.41,3112.15,7922,,,,,,14.1136
1792,688.528,15.07,2734.24,4312.53,3112.22,7923,,,,,,15.07
2880,1130.46,17.6522,2917.89,4324.88,3115.2,7924,,,,,,17.6522
3264,1115.55,18.4042,3035.03,1446,3119.4,7925,,,,,,18.4042
2368,848.435,16.5372,3347.93,1504.4,3118.93,7926,,,,,,16.5372
1856,702.944,15.2473,3166.82,1650.14,3114.93,7927,,,,,,15.2473
5376,1495.67,21.7347,2695,1696.29,3117.84,7928,,,,,,21.7347
5824,1900.4,22.3224,3312.93,1729.17,3126.45,7929,,,,,,22.3224
4416,1466.55,20.3553,3360.87,1732.15,3128.84,7930,,,,,,20.3553
2496,861.879,16.8299,3417.42,1996.64,3117.8,7931,,,,,,16.8299
2752,919.241,17.3867,2865.47,2294.36,3116.51,7932,,,,,,17.3867
11840,2524.71,28.2782,3109.14,2639.49,3125.46,7933,,,,,,28.2782
87552,10717.7,55.0921,2788.77,2940.92,3138.05,7934,,,,,,55.0921
63232,11584.2,49.4287,3728.18,3003.93,3143.22,7935,,,,,,49.4287
1984,753.823,15.5901,3271.73,3376.01,3119.96,7936,,,,,,15.5901
1856,718.137,15.2473,3949.44,3407.1,3119.35,7937,,,,,,15.2473
7424,1884.36,24.2036,2382.68,3792.62,3124.93,7938,,,,,,24.2036
219520,19892.5,74.8443,3809.53,3898.81,3147.94,7939,,,,,,74.8443
1344,597.542,13.692,3362.38,4149.39,3115.88,7940,,,,,,13.692
5376,1485.32,21.7347,3885.34,4224.25,3120.69,7941,,,,,,21.7347
1600,766.228,14.5113,2584.4,4287.9,3120.85,7942,,,,,,14.5113
9856,2226.68,26.6012,3337.58,4296.43,3124.7,7943,,,,,,26.6012
4288,1290.08,20.1567,3983.79,4298.63,3117.32,7944,,,,,,20.1567
2944,1043.57,17.782,3697.83,4320.15,3117.37,7945,,,,,,17.782
1408,567.908,13.906,2382.77,4362.92,3115.11,7946,,,,,,13.906
5056,1465.98,21.2946,3184.12,1522.39,3125.41,7947,,,,,,21.2946
2880,1051.11,17.6522,2959.22,1622.66,3121.33,7948,,,,,,17.6522
2048,757.013,15.7559,2144.08,1636.35,3119.68,7949,,,,,,15.7559
2432,944.385,16.6848,2908.11,1709.42,3123.35,7950,,,,,,16.6848
2880,943.85,17.6522,2991.22,1728.79,3121.15,7951,,,,,,17.6522
5696,1518.2,22.1577,2541.74,1776.05,3124.55,7952,,,,,,22.1577
2176,782.224,16.0776,3908.96,1939.34,3118.93,7953,,,,,,16.0776
2112,760.332,15.9184,3480.77,1964.68,3120.99,7954,,,,,,15.9184
1984,747.718,15.5901,2445.15,2204.39,3122.54,7955,,,,,,15.5901
47040,6553.74,44.7874,3263.77,2420.48,3138.72,7956,,,,,,44.7874
64128,8045.95,49.6611,2569.72,3607.91,3142.39,7957,,,,,,49.6611
7168,1800.63,23.9221,3879.64,3761.35,3123.9,7958,,,,,,23.9221
3392,1178.73,18.6417,3989.37,3871.93,3123.61,7959,,,,,,18.6417
8000,2054.57,24.814,3565.84,4082.72,3127.57,7960,,,,,,24.814
1728,673.258,14.8884,3772.14,4109.33,3121.15,7961,,,,,,14.8884
6912,1871.79,23.6339,3534.25,4122.29,3125.19,7962,,,,,,23.6339
1984,742.594,15.5901,3996.25,4164.01,3120.74,7963,,,,,,15.5901
1856,714.709,15.2473,3147.37,4188.07,3121.97,7964,,,,,,15.2473
1344,658.173,13.692,3019.15,4362.53,3123.12,7965,,,,,,13.692
5504,1493.02,21.9058,2605.7,1447.89,3127.54,7966,,,,,,21.9058
1792,696.998,15.07,2170.81,1657.39,3125.36,7967,,,,,,15.07
3200,1013.34,18.2831,2313.84,1724.94,3126.37,7968,,,,,,18.2831
284864,25396.3,81.6356,3180.18,1773.81,3169.61,7969,,,,,,81.6356
1408,571.361,13.906,2255.5,1774.56,3122.93,7970,,,,,,13.906
1408,574.525,13.906,2269.87,1807.1,3122.75,7971,,,,,,13.906
2048,768.161,15.7559,3533.96,1823.23,3126.06,7972,,,,,,15.7559
3200,1109.56,18.2831,3151.68,1855.98,3129.01,7973,,,,,,18.2831
1984,818.672,15.5901,3114.96,1873.94,3123.83,7974,,,,,,15.5901
5504,1468.05,21.9058,2987.65,1951.71,3126.23,7975,,,,,,21.9058
1664,668.109,14.7023,3566.03,1955.56,3125.24,7976,,,,,,14.7023
2112,778.125,15.9184,2250.11,1994.25,3125.96,7977,,,,,,15.9184
3200,1046.11,18.2831,2199.84,2001.26,3127.09,7978,,,,,,18.2831
1408,571.361,13.906,3642.77,2018.92,3122.93,7979,,,,,,13.906
6912,2053.72,23.6339,2668.07,2017.66,3130.04,7980,,,,,,23.6339
7936,1925.97,24.7477,2567.67,2045.52,3131.61,7981,,,,,,24.7477
3328,1047.43,18.5237,3693.42,2065.56,3125.24,7982,,,,,,18.5237
2944,965.734,17.782,3455.65,2285.45,3127.89,7983,,,,,,17.782
4032,1232.26,19.7473,2716.67,2300.18,3127.06,7984,,,,,,19.7473
1792,762.933,15.07,2167.24,2340.67,3124.5,7985,,,,,,15.07
2944,955.85,17.782,3306.35,2601.19,3125.02,7986,,,,,,17.782
2944,960.129,17.782,2381.48,2648.49,3125.28,7987,,,,,,17.782
1344,556.76,13.692,2273.62,2663.48,3122.93,7988,,,,,,13.692
2176,783.22,16.0776,3964.37,2672.28,3124.23,7989,,,,,,16.0776
1856,706.398,15.2473,3262.54,3274,3126.52,7990,,,,,,15.2473
20288,4207.9,33.8387,2390.25,3323.68,3137.08,7991,,,,,,33.8387
2176,778.125,16.0776,3132.72,3332.51,3124.46,7992,,,,,,16.0776
2112,784.07,15.9184,2406.96,3603.83,3122.69,7993,,,,,,15.9184
1664,693.623,14.7023,3139.26,3774.8,3122.16,7994,,,,,,14.7023
2112,768.802,15.9184,3932.53,3836.44,3124.51,7995,,,,,,15.9184
3136,1063.65,18.1604,2730.14,3840.65,3127.99,7996,,,,,,18.1604
3072,996.404,18.036,2652.62,3854.02,3128.18,7997,,,,,,18.036
1600,720.526,14.5113,3139.6,3896.7,3122.61,7998,,,,,,14.5113
10048,2284.22,26.7728,3939.42,3960.68,3131.03,7999,,,,,,26.7728
2880,1101.86,17.6522,3378.78,3993.5,3129.15,8000,,,,,,17.6522
1792,714.84,15.07,3437.38,4014.53,3122.79,8001,,,,,,15.07
13312,2737.67,29.4046,3247.84,4073.58,3134.16,8002,,,,,,29.4046
2752,1128.47,17.3867,4023.42,4075.2,3125.72,8003,,,,,,17.3867
11712,2853.55,28.1759,3497.47,4116.46,3131.02,8004,,,,,,28.1759
3328,1038.5,18.5237,3068.88,4249.64,3126.78,8005,,,,,,18.5237
2752,1052.6,17.3867,3346.96,4265.15,3127.21,8006,,,,,,17.3867
3392,1059.66,18.6417,3956.54,4316.46,3127.69,8007,,,,,,18.6417
1472,618.628,14.1136,2868.35,1414.41,3129.02,8008,,,,,,14.1136
1344,582.967,13.692,2259.72,1479.86,3127.69,8009,,,,,,13.692
1792,684.407,15.07,2519.38,1600.82,3127.93,8010,,,,,,15.07
1792,691.822,15.07,2576.67,1625.1,3130.22,8011,,,,,,15.07
3456,1068.32,18.7582,2993.4,1634.88,3128.93,8012,,,,,,18.7582
1600,637.888,14.5113,2509.04,1651.26,3128.21,8013,,,,,,14.5113
5376,1579.4,21.7347,2245.48,1878.2,3134.03,8014,,,,,,21.7347
1344,582.967,13.692,2419.34,1918.34,3130.55,8015,,,,,,13.692
3136,1018.11,18.1604,3218.3,1916.49,3132.16,8016,,,,,,18.1604
3456,1077.89,18.7582,2992.36,2036.66,3129.3,8017,,,,,,18.7582
4608,1322.35,20.6461,2539.51,2083.49,3131.88,8018,,,,,,20.6461
9600,2178.71,26.3688,2656.93,2211.85,3136.26,8019,,,,,,26.3688
1728,669.269,14.8884,2279.7,2306.66,3129.6,8020,,,,,,14.8884
1408,572.003,13.906,3342.77,2337.65,3127.11,8021,,,,,,13.906
119808,13809,61.164,3425.42,2391.65,3160.5,8022,,,,,,61.164
4480,1281.05,20.4531,3923.81,2415.73,3130.76,8023,,,,,,20.4531
13824,2840.21,29.7768,2590.53,2976.84,3138.38,8024,,,,,,29.7768
1792,691.101,15.07,2382.67,3474.96,3128.5,8025,,,,,,15.07
1984,747.258,15.5901,3443.34,3522.46,3129.25,8026,,,,,,15.5901
1472,614.922,14.1136,2479.3,3720.84,3129.54,8027,,,,,,14.1136
11072,3302.14,27.653,3195.88,3768.33,3139.42,8028,,,,,,27.653
9472,2176.92,26.2511,2906.55,3820.54,3137.96,8029,,,,,,26.2511
1600,622.001,14.5113,3986.16,3982.94,3126.77,8030,,,,,,14.5113
10176,2256.44,26.886,4012.19,4047.96,3132.89,8031,,,,,,26.886
2688,902.688,17.2508,2227.91,4125.86,3128.65,8032,,,,,,17.2508
1984,735.822,15.5901,2597.28,4121.3,3128.48,8033,,,,,,15.5901
5824,2022.31,22.3224,2972.76,4167.54,3138.89,8034,,,,,,22.3224
1536,626.018,14.3152,3147.79,4169.6,3127.43,8035,,,,,,14.3152
2240,801.811,16.2337,3008.1,4180.7,3130.47,8036,,,,,,16.2337
2176,789.942,16.0776,2721.31,4208.99,3127.99,8037,,,,,,16.0776
2752,911.955,17.3867,3093.1,4210.27,3128.88,8038,,,,,,17.3867
113856,11788,60.1339,2338.3,4250.28,3156.53,8039,,,,,,60.1339
2880,958.222,17.6522,2416.2,4321.68,3130.31,8040,,,,,,17.6522
36032,5366.53,40.9792,3147.59,1506.28,3147.9,8041,,,,,,40.9792
1536,619.243,14.3152,3682.62,1709.94,3132.6,8042,,,,,,14.3152
7808,1930.75,24.6139,2502.99,1728.61,3138.6,8043,,,,,,24.6139
1472,604.826,14.1136,3273.39,1743.1,3133.37,8044,,,,,,14.1136
3520,1102.89,18.8733,3326.01,1771.9,3132.6,8045,,,,,,18.8733
1600,639.609,14.5113,2282.16,1845.34,3133.81,8046,,,,,,14.5113
6336,1645.38,22.9583,2903.44,1877.49,3136.63,8047,,,,,,22.9583
1856,703.822,15.2473,3624.2,1995.1,3132.03,8048,,,,,,15.2473
