chushi.resampled.Label-Analysis,,,,,,,,,
Volume3d (?m^3) ,Area3d (?m^2) ,EqDiameter (?m) ,BaryCenterX (?m) ,BaryCenterY (?m) ,BaryCenterZ (?m) ,index,,,
9152,2222.75,25.9521,3028.94,4073.45,4572.78,11880,,,25.9521
7104,1766.42,23.8507,3460.43,4075.54,4572.41,11881,,,23.8507
2240,787.393,16.2337,2285.24,4128.93,4568.76,11882,,,16.2337
4864,1394.31,21.0216,2364.11,4199.89,4572.3,11883,,,21.0216
3136,1010.87,18.1604,3085.08,4200.98,4568.73,11884,,,18.1604
2048,766.257,15.7559,2300.33,4232.23,4570.81,11885,,,15.7559
1344,556.76,13.692,3949.43,4271.48,4567.31,11886,,,13.692
9088,2213.29,25.8915,3511.63,1583.19,4578.73,11887,,,25.8915
3264,1088.21,18.4042,2925.7,2167.89,4572.58,11888,,,18.4042
7360,1852.97,24.1338,3197.88,2664.67,4579.14,11889,,,24.1338
18624,3504.41,32.887,2795.88,3477.98,4581.36,11890,,,32.887
1920,753.69,15.4206,2682.29,3510.44,4570.66,11891,,,15.4206
1344,559.255,13.692,3803.91,3516.44,4571.5,11892,,,13.692
1984,733.458,15.5901,3002.7,3567.36,4571.06,11893,,,15.5901
1408,574.576,13.906,2747.87,3887.65,4571.66,11894,,,13.906
9536,2174.31,26.3101,3963.33,4027,4576.78,11895,,,26.3101
1600,622.028,14.5113,2582.8,4078.94,4574.13,11896,,,14.5113
2560,861.104,16.9726,3812.16,1697.4,4576.13,11897,,,16.9726
2112,768.961,15.9184,3303.68,1902.74,4574.93,11898,,,15.9184
254528,19767.3,78.6283,2571.14,2011.06,4610.74,11899,,,78.6283
3392,1048.05,18.6417,2578.2,2053.74,4576.82,11900,,,18.6417
11008,3026.85,27.5996,2612.65,2280.1,4585.07,11901,,,27.5996
12096,2518.97,28.4805,3132.27,2327.12,4582.97,11902,,,28.4805
2112,768.959,15.9184,3506.71,2340.07,4575.05,11903,,,15.9184
15232,3264.07,30.7553,3472.37,2418.06,4590.85,11904,,,30.7553
19968,3553.12,33.6598,3910.37,2540.38,4586.11,11905,,,33.6598
8512,1969.35,25.3325,2725.21,2682.02,4581.1,11906,,,25.3325
1600,627.871,14.5113,3047.92,3475.1,4575.41,11907,,,14.5113
2112,776.5,15.9184,3085.74,3633.65,4577.96,11908,,,15.9184
29440,5651.1,38.3101,3614.84,3688.37,4592.36,11909,,,38.3101
2880,941.538,17.6522,3045.45,4005.06,4576.53,11910,,,17.6522
103808,11196.3,58.3101,3977.91,4208.64,4597.86,11911,,,58.3101
1728,673.363,14.8884,3259.85,4271.4,4576.56,11912,,,14.8884
1408,580.394,13.906,3088.23,4315.65,4577.48,11913,,,13.906
4672,1314.96,20.7412,2474.68,1548.25,4583.64,11914,,,20.7412
2944,963.37,17.782,2381.13,1803.71,4580.84,11915,,,17.782
300992,23722.7,83.1481,3542.84,2073.01,4622.54,11916,,,83.1481
3200,1025.11,18.2831,3129.2,2234.22,4581.09,11917,,,18.2831
4224,1245.45,20.0559,3278.11,2311.41,4582.26,11918,,,20.0559
2368,886.127,16.5372,2427.39,2332.62,4584.34,11919,,,16.5372
2304,813.22,16.3868,3488.96,2442.88,4582.26,11920,,,16.3868
6208,1620.31,22.8026,3348.77,3605.33,4583.92,11921,,,22.8026
1536,613.374,14.3152,2358.46,3731.1,4581.76,11922,,,14.3152
2944,971.735,17.782,2561.56,4035.45,4580.41,11923,,,17.782
2432,855.88,16.6848,3040.75,4045.52,4582.51,11924,,,16.6848
1920,729.154,15.4206,2690.16,4079.64,4580.93,11925,,,15.4206
2048,824.567,15.7559,2568.58,4103.35,4579.93,11926,,,15.7559
1856,706.239,15.2473,2180.2,4103.65,4580.59,11927,,,15.2473
13248,2716.89,29.3574,2785.06,4161.75,4589.83,11928,,,29.3574
2624,900.164,17.1128,3048.81,1370.61,4586.44,11929,,,17.1128
7040,1746.69,23.7789,2423.47,1447.1,4588.64,11930,,,23.7789
16384,3134.8,31.5118,3099.71,1558.59,4593.43,11931,,,31.5118
437056,29196.3,94.1556,3206.73,1636.78,4623.12,11932,,,94.1556
3776,1162.95,19.3202,2879.84,1897.34,4585.64,11933,,,19.3202
3264,1037.83,18.4042,2372.29,1913.61,4584.81,11934,,,18.4042
6784,1741.47,23.4871,3895.07,2177.78,4589.08,11935,,,23.4871
1920,718.239,15.4206,2949.62,2279.37,4584.8,11936,,,15.4206
3008,1001.13,17.9099,2703.55,2352.8,4585.83,11937,,,17.9099
2944,965.865,17.782,3811.13,2728.67,4585.45,11938,,,17.782
4544,1293.12,20.5501,4054.51,3453.07,4587.21,11939,,,20.5501
2944,957.423,17.782,3086.78,3865.89,4585.19,11940,,,17.782
9472,2144.68,26.2511,2362.74,4042.37,4587.58,11941,,,26.2511
13120,2960.08,29.2625,3820.22,4036.59,4592.61,11942,,,29.2625
4480,1275.51,20.4531,2303.36,4044.76,4587.1,11943,,,20.4531
3392,1063.24,18.6417,2501.82,4196.39,4585.27,11944,,,18.6417
2432,831.471,16.6848,3852.43,4289.1,4585.77,11945,,,16.6848
3584,1106.82,18.987,2507.03,1448.53,4591.93,11946,,,18.987
2496,876.859,16.8299,3319.57,1447.92,4591.44,11947,,,16.8299
1920,714.304,15.4206,2501.36,1502.84,4587.06,11948,,,15.4206
2496,1041.61,16.8299,2396.39,1531.21,4587.96,11949,,,16.8299
42752,7059.75,43.383,3824.84,1584.29,4598.58,11950,,,43.383
2368,849.878,16.5372,2418.52,1595.86,4589.63,11951,,,16.5372
2880,975.854,17.6522,2882.78,1731.1,4591.55,11952,,,17.6522
1600,628.027,14.5113,2371.28,1975.58,4587.41,11953,,,14.5113
17344,3354.8,32.1157,3911.87,2216.71,4600.64,11954,,,32.1157
5952,1564.08,22.4848,3273.54,2572.22,4591.02,11955,,,22.4848
101312,10759.6,57.839,3856.65,2828.89,4612.62,11956,,,57.839
5824,1556.92,22.3224,2353.29,3299.5,4590.89,11957,,,22.3224
1984,730.804,15.5901,2411.21,3555.36,4590.93,11958,,,15.5901
4480,1738.66,20.4531,3084.9,3914.36,4598.19,11959,,,20.4531
1408,583.714,13.906,3581.14,4067.83,4586.93,11960,,,13.906
2816,971.839,17.5204,2854.14,4115.01,4590.02,11961,,,17.5204
1344,553.49,13.692,3183.72,1386.91,4590.55,11962,,,13.692
2176,795.01,16.0776,3070.02,1413.46,4591.75,11963,,,16.0776
3904,1477.54,19.5361,3093.64,1426.84,4596.18,11964,,,19.5361
1344,634.513,13.692,2547.53,1465.39,4589.22,11965,,,13.692
4672,1325.72,20.7412,3101.53,1483.98,4593.51,11966,,,20.7412
1408,589.688,13.906,2753.87,1541.65,4592.2,11967,,,13.906
1728,664.148,14.8884,3711.7,1591.25,4591.82,11968,,,14.8884
6080,1920.58,22.6448,3333.1,1637.59,4598.17,11969,,,22.6448
309504,26082.3,83.9246,3893.23,1852.14,4633.56,11970,,,83.9246
2752,916.79,17.3867,3343.33,2261.34,4592.42,11971,,,17.3867
7424,1807.41,24.2036,2537.13,2483.9,4596.31,11972,,,24.2036
24576,4156.63,36.0721,3655.23,2663.29,4603.44,11973,,,36.0721
1344,559.255,13.692,3773.62,2838.15,4591.5,11974,,,13.692
3264,1036.64,18.4042,2828.92,3134.63,4594.23,11975,,,18.4042
11328,2438.06,27.8645,3101.74,3421.88,4601.19,11976,,,27.8645
2688,899.876,17.2508,2843.62,3660.72,4592.26,11977,,,17.2508
2112,768.83,15.9184,2488.65,3668.68,4592.14,11978,,,15.9184
2816,949.358,17.5204,3081.41,3750.47,4594.66,11979,,,17.5204
3328,1052.94,18.5237,3083.88,3800.72,4594.16,11980,,,18.5237
7296,1786.65,24.0637,3152.15,3814.3,4596.76,11981,,,24.0637
1344,559.281,13.692,2943.53,3944.06,4592.26,11982,,,13.692
3008,988.753,17.9099,3169.17,4098.59,4592.55,11983,,,17.9099
3008,1176.8,17.9099,3536.23,4268.04,4599.36,11984,,,17.9099
1984,1030.49,15.5901,3467.21,4413.3,4595.58,11985,,,15.5901
1600,646.198,14.5113,3584.4,1584.54,4596.21,11986,,,14.5113
2368,841.329,16.5372,2462.52,1663.1,4595.9,11987,,,16.5372
11008,2375.49,27.5996,2799.75,1734.01,4601.95,11988,,,27.5996
1344,553.49,13.692,2615.15,2206.72,4594.17,11989,,,13.692
1536,619.19,14.3152,2505.62,2214.44,4594.93,11990,,,14.3152
4736,1347.38,20.8355,3082.74,2228.45,4600.72,11991,,,20.8355
3968,1178.15,19.6422,3062.38,2244.97,4599.9,11992,,,19.6422
2944,963.344,17.782,2313.3,2408.67,4595.89,11993,,,17.782
274880,21348.2,80.6705,3073.66,3021.7,4632.31,11994,,,80.6705
6400,1673.26,23.0353,2622.48,3691.82,4602.37,11995,,,23.0353
1472,595.636,14.1136,2538.78,3729.71,4598.41,11996,,,14.1136
1984,742.675,15.5901,2444.89,3749.04,4595.06,11997,,,15.5901
1536,662.267,14.3152,2834.29,3835.1,4595.43,11998,,,14.3152
1792,706.32,15.07,3188.38,3880.82,4595.65,11999,,,15.07
9152,2172.46,25.9521,2691.4,4037.96,4600.86,12000,,,25.9521
1408,567.908,13.906,2499.14,4070.92,4595.48,12001,,,13.906
2112,768.961,15.9184,4014.23,4074.98,4594.93,12002,,,15.9184
1600,647.128,14.5113,3339.28,4161.5,4598.13,12003,,,14.5113
1472,603.975,14.1136,3041.74,1656.15,4598.93,12004,,,14.1136
5760,1549.61,22.2403,3312.96,1800.21,4604.58,12005,,,22.2403
3584,1183.99,18.987,3764.38,2441.82,4601.22,12006,,,18.987
2304,815.585,16.3868,3516.18,3509.77,4599.26,12007,,,16.3868
2944,1120.11,17.782,2914.61,3642.58,4599.45,12008,,,17.782
8064,1940.87,24.88,2518.07,3751.74,4604.71,12009,,,24.88
2752,930.441,17.3867,2928.63,3823.75,4599.58,12010,,,17.3867
4608,1292.87,20.6461,3891.4,3862.38,4602.99,12011,,,20.6461
1344,565.977,13.692,3944.29,4102.34,4598.93,12012,,,13.692
2048,768.005,15.7559,2280.83,4156.23,4602.06,12013,,,15.7559
8128,1935.96,24.9457,3164.06,4264.33,4607.18,12014,,,24.9457
22208,4101.13,34.8742,3753.53,4261.83,4616.88,12015,,,34.8742
2624,911.614,17.1128,3920.03,4282.13,4603.52,12016,,,17.1128
2688,911.85,17.2508,3281.15,1462.15,4603.98,12017,,,17.2508
6592,1671.98,23.2634,2672.39,1507.22,4607.2,12018,,,23.2634
9152,2082.99,25.9521,3673.39,1613.73,4608.44,12019,,,25.9521
14592,3046.64,30.3183,2544.78,1752.35,4611.56,12020,,,30.3183
36608,5356.3,41.1964,2468.58,1903.18,4617.99,12021,,,41.1964
95360,11813.1,56.6834,3285.33,2255.92,4629.12,12022,,,56.6834
1792,697.101,15.07,2424.81,2322.67,4604.07,12023,,,15.07
2368,830.751,16.5372,3593.23,2349.81,4603.15,12024,,,16.5372
5696,1653.93,22.1577,2517.88,2399.73,4608.5,12025,,,22.1577
5952,1590.44,22.4848,2863.13,2486.11,4608.18,12026,,,22.4848
2688,919.134,17.2508,2207.05,3232.72,4607.31,12027,,,17.2508
4672,1324.81,20.7412,2946.68,3570.99,4606.71,12028,,,20.7412
6912,1752.71,23.6339,3987.51,3632.25,4608.41,12029,,,23.6339
2304,927.525,16.3868,2513.62,3819.55,4604.15,12030,,,16.3868
3520,1080.67,18.8733,2999.25,3902.23,4605.04,12031,,,18.8733
1600,621.438,14.5113,3086.96,3950.78,4602.61,12032,,,14.5113
5184,1391.09,21.4728,2531.3,4058.95,4606.98,12033,,,21.4728
3136,1013.91,18.1604,2599.77,4181.8,4605.63,12034,,,18.1604
1472,585.751,14.1136,3758.96,4294.75,4602.93,12035,,,14.1136
2112,751.037,15.9184,3285.14,1436.92,4608.99,12036,,,15.9184
1792,676.042,15.07,3676.96,1581.96,4608.93,12037,,,15.07
31040,4785.87,38.9919,3706.6,1602.58,4622.36,12038,,,38.9919
108608,16290.8,59.1954,2884.82,3585.22,4636.11,12039,,,59.1954
2944,953.97,17.782,2337.39,3571.36,4608.76,12040,,,17.782
1664,655.521,14.7023,3138.19,3636.64,4609.24,12041,,,14.7023
1472,595.636,14.1136,3058.09,4108.15,4609.54,12042,,,14.1136
3520,1085.82,18.8733,2954.3,4185.58,4610.71,12043,,,18.8733
1664,658.814,14.7023,2957.73,4230.03,4609.85,12044,,,14.7023
1536,612.549,14.3152,2510.79,4359.6,4607.76,12045,,,14.3152
1600,821.015,14.5113,3489.2,4409.02,4613.49,12046,,,14.5113
2816,939.579,17.5204,3240.05,1382.1,4613.2,12047,,,17.5204
1408,580.367,13.906,3858.23,1511.28,4610.57,12048,,,13.906
7104,1924.75,23.8507,3587.93,1713.7,4617.78,12049,,,23.8507
43648,6029.48,43.684,3249.85,2066.99,4626.81,12050,,,43.684
10112,2271.11,26.8295,2355.36,2733.03,4619.24,12051,,,26.8295
7104,1826.2,23.8507,3816.76,3505.77,4615.15,12052,,,23.8507
1728,669.992,14.8884,3011.85,3630.21,4611.52,12053,,,14.8884
14976,2945.15,30.582,4026,3807.02,4619.96,12054,,,30.582
7936,1917.23,24.7477,3554.86,3822.91,4616.64,12055,,,24.7477
63680,9392.33,49.5452,2724.78,4128.08,4634.79,12056,,,49.5452
1856,700.292,15.2473,2340.61,4193.03,4612.45,12057,,,15.2473
1984,739.249,15.5901,3056.5,4385.55,4611.71,12058,,,15.5901
2304,820.296,16.3868,3093.73,1502.33,4618.04,12059,,,16.3868
3264,1184.76,18.4042,2498.88,1610.16,4623.56,12060,,,18.4042
34304,5141.3,40.3133,2411.81,1642.52,4627.36,12061,,,40.3133
3392,1274.04,18.6417,2476.84,1656.39,4615.99,12062,,,18.6417
4544,1304.09,20.5501,3202.67,1739.1,4617.92,12063,,,20.5501
1920,723.415,15.4206,2488.56,1742.04,4614.66,12064,,,15.4206
78144,14185.3,53.0435,3406.7,1794.45,4640.75,12065,,,53.0435
8576,1985.46,25.3958,3233.28,1885.49,4621.65,12066,,,25.3958
1856,709.664,15.2473,2281.3,1959.24,4617.28,12067,,,15.2473
51712,7200.1,46.2237,3481.49,3208.2,4633.25,12068,,,46.2237
22464,5259.12,35.0076,3867.41,3293.95,4627.56,12069,,,35.0076
3328,1208.1,18.5237,3110.19,3514.26,4621.7,12070,,,18.5237
6720,1712.38,23.413,2539.07,3732.63,4622.59,12071,,,23.413
1984,741.797,15.5901,3173.02,3821.81,4616.35,12072,,,15.5901
3136,1017.54,18.1604,2578.87,4006.69,4617.05,12073,,,18.1604
4096,1217.56,19.8512,3450.33,4209.6,4618.43,12074,,,19.8512
3456,1180.59,18.7582,3852.81,1571.7,4619.89,12075,,,18.7582
3264,1025.93,18.4042,2467.11,1608.75,4620.81,12076,,,18.4042
3520,1347.45,18.8733,3023.54,1697.65,4626.57,12077,,,18.8733
2176,778.385,16.0776,3644.6,1747.34,4620.93,12078,,,16.0776
1792,799.394,15.07,3439.53,1765.53,4625.36,12079,,,15.07
2624,888.086,17.1128,3281.01,1777.44,4621.57,12080,,,17.1128
1408,580.392,13.906,3714.96,1843.83,4620.93,12081,,,13.906
2048,747.048,15.7559,2592.96,2263.1,4622.18,12082,,,15.7559
7744,1867.01,24.5465,3023.65,2268.76,4624.85,12083,,,24.5465
2432,836.804,16.6848,2288.96,2356.79,4618.93,12084,,,16.6848
41600,5870.48,42.9898,2509.66,2813.02,4636.4,12085,,,42.9898
7104,1752.59,23.8507,3977.05,3665.41,4626.46,12086,,,23.8507
2432,858.453,16.6848,3978.85,3810.37,4621.77,12087,,,16.6848
1472,592.341,14.1136,2495.83,3818.75,4619.45,12088,,,14.1136
2944,982.779,17.782,3670,3843.45,4620.5,12089,,,17.782
2816,961.15,17.5204,2954.41,3914.56,4622.75,12090,,,17.5204
99840,11041.3,57.5575,3131.61,3925.87,4636.95,12091,,,57.5575
1536,604.184,14.3152,3950.96,4011.1,4621.93,12092,,,14.3152
2816,946.273,17.5204,4045.5,4022.47,4622.11,12093,,,17.5204
63296,7742.79,49.4454,2795.13,4080.77,4635.52,12094,,,49.4454
5376,1477.88,21.7347,2445.77,4142.15,4626.03,12095,,,21.7347
11200,2415.96,27.7592,3391.64,4205.5,4627.62,12096,,,27.7592
9600,3328.61,26.3688,2960.53,4245.24,4626.9,12097,,,26.3688
84672,9426.43,54.4813,3117.68,4309.92,4640.5,12098,,,54.4813
1600,627.896,14.5113,3027.44,1410.78,4623.89,12099,,,14.5113
14784,2953.62,30.4507,3450.38,1561.23,4633.36,12100,,,30.4507
3264,1040.99,18.4042,3062.17,1706.32,4625.28,12101,,,18.4042
238720,19282.3,76.9656,2958.5,1815.83,4655.83,12102,,,76.9656
2176,783.457,16.0776,2384.49,1994.04,4622.58,12103,,,16.0776
1408,577.845,13.906,2425.32,1998.56,4623.3,12104,,,13.906
84736,10689.5,54.495,3855.19,2284.15,4643.71,12105,,,54.495
3392,1058.84,18.6417,2436.62,2683.63,4628.06,12106,,,18.6417
2560,879.511,16.9726,3031.46,1433.2,4629.33,12107,,,16.9726
1664,664.041,14.7023,3329.57,1503.87,4630.32,12108,,,14.7023
1600,634.486,14.5113,2299.92,1923.26,4629.17,12109,,,14.5113
2240,784.073,16.2337,3065.13,2284.7,4628.42,12110,,,16.2337
4288,1272.73,20.1567,2372.03,2652.89,4632.3,12111,,,20.1567
7744,1859.36,24.5465,3839.68,2681.02,4632.42,12112,,,24.5465
1664,658.095,14.7023,2384.19,3063.87,4627.24,12113,,,14.7023
14976,3161.42,30.582,3177.02,3252.37,4638.61,12114,,,30.582
3264,1238.59,18.4042,2641.54,3671.34,4632.81,12115,,,18.4042
158976,14426.8,67.2116,2413.21,3769.85,4658.02,12116,,,67.2116
17792,3304.55,32.3898,3814.5,3915.13,4637.85,12117,,,32.3898
2304,808.024,16.3868,3532.96,4061.1,4626.93,12118,,,16.3868
2560,873.825,16.9726,3356.96,4111.9,4629.93,12119,,,16.9726
113600,13933.6,60.0888,3905.79,4166.48,4652.57,12120,,,60.0888
16000,3068.81,31.2637,2654.99,4282.86,4637.33,12121,,,31.2637
4288,1253.09,20.1567,2683.55,1368.12,4635.53,12122,,,20.1567
3776,1131.99,19.3202,3283.97,1673.41,4632.83,12123,,,19.3202
5376,1438.31,21.7347,3823.53,1766.67,4634.98,12124,,,21.7347
1792,810.069,15.07,2610.1,1856.1,4635.22,12125,,,15.07
8000,2277.42,24.814,3488.81,2414.08,4641.88,12126,,,24.814
1600,643.755,14.5113,3112.08,2706.46,4633.65,12127,,,14.5113
3392,1097.32,18.6417,3810.2,2898.65,4634.7,12128,,,18.6417
47424,6467.02,44.909,2371.44,3317.25,4649.38,12129,,,44.909
4480,1575.58,20.4531,2668.56,3606.7,4636.76,12130,,,20.4531
1792,681.99,15.07,3391.24,3614.39,4631.5,12131,,,15.07
2752,909.355,17.3867,3817.93,3684.41,4632.98,12132,,,17.3867
1344,559.255,13.692,3079.91,3701.77,4630.36,12133,,,13.692
1792,684.565,15.07,3082.96,3731.1,4630.5,12134,,,15.07
4544,1302.42,20.5501,2516.42,3738.43,4634.88,12135,,,20.5501
3136,1146.5,18.1604,3831.2,3816,4633.71,12136,,,18.1604
1664,648.904,14.7023,3056.65,3982.18,4633.24,12137,,,14.7023
2688,893.287,17.2508,3957.43,3994.06,4633.41,12138,,,17.2508
1472,613.218,14.1136,3856.7,4042.41,4633.37,12139,,,14.1136
215552,17826.1,74.3906,2512.5,4099.07,4666.01,12140,,,74.3906
2752,946.379,17.3867,3005.47,4383.1,4634.75,12141,,,17.3867
2944,944.675,17.782,3130.96,1364.84,4636.93,12142,,,17.782
1728,667.494,14.8884,2314.81,1409.18,4637.6,12143,,,14.8884
2560,1064.42,16.9726,3384.36,1518.3,4635.73,12144,,,16.9726
2432,844.163,16.6848,3282.54,1621.1,4636.83,12145,,,16.6848
2240,801.811,16.2337,3181.01,1720.25,4635.62,12146,,,16.2337
7040,1751.04,23.7789,3665.39,1723.72,4641.51,12147,,,23.7789
2816,923.745,17.5204,2417.96,1780.83,4636.48,12148,,,17.5204
4224,1514.05,20.0559,3726.05,1879.41,4647.72,12149,,,20.0559
3008,986.152,17.9099,3620.91,1904.21,4638,12150,,,17.9099
1984,741.076,15.5901,2883.99,1991.23,4634.93,12151,,,15.5901
15872,3328.17,31.1801,2685.1,2316.02,4643.8,12152,,,31.1801
4160,1234.84,19.9541,3424.99,3154.67,4637.64,12153,,,19.9541
10048,2269.19,26.7728,3445.25,3641.68,4642.24,12154,,,26.7728
3584,1104.3,18.987,3533.38,3670.89,4637,12155,,,18.987
48192,6707.05,45.1501,3194.27,3681,4651.9,12156,,,45.1501
5184,1435.04,21.4728,2498.26,3804.63,4639.08,12157,,,21.4728
16896,3249.09,31.8367,3026.46,3895.18,4644.96,12158,,,31.8367
155776,18670.6,66.7576,2729.28,3896.81,4673.54,12159,,,66.7576
2368,843.156,16.5372,2838.85,3901.7,4638.28,12160,,,16.5372
2624,882.964,17.1128,2878.08,4196.47,4637.27,12161,,,17.1128
6656,1692.71,23.3384,2308.49,4260.1,4642.93,12162,,,23.3384
1728,666.589,14.8884,3925.92,4302.07,4635.23,12163,,,14.8884
1536,615.896,14.3152,2288.96,1450.44,4640.26,12164,,,14.3152
3840,1160.89,19.4287,3319.56,1615.64,4641.66,12165,,,19.4287
161344,17152.5,67.5437,3924.46,1645.57,4667,12166,,,67.5437
1728,676.634,14.8884,2829.92,1680.44,4640.26,12167,,,14.8884
1792,806.283,15.07,3787.1,1760.67,4644.07,12168,,,15.07
337344,25660.7,86.3691,3161.55,1829.06,4679.18,12169,,,86.3691
1472,589.74,14.1136,3586.96,1909.89,4638.76,12170,,,14.1136
25152,4268.36,36.3517,2690.48,1917.61,4649.71,12171,,,36.3517
2240,801.784,16.2337,2871.87,2523.33,4639.16,12172,,,16.2337
3264,1044.9,18.4042,2458.09,3300.51,4642.3,12173,,,18.4042
283968,22719.4,81.5499,3066.49,3437.91,4673.64,12174,,,81.5499
1536,607.584,14.3152,2543.96,3707.27,4638.6,12175,,,14.3152
1856,858.399,15.2473,3214.27,4067.79,4642.24,12176,,,15.2473
4352,1290.06,20.2565,2273.13,4154.81,4643.7,12177,,,20.2565
16960,3271.44,31.8769,4004.36,4202.15,4654.42,12178,,,31.8769
12800,2637.22,29.0227,3113.54,1443.6,4651.49,12179,,,29.0227
1472,593.088,14.1136,2198.96,1557.36,4642.76,12180,,,14.1136
5568,1499.43,21.9904,3067.05,1596.67,4649.51,12181,,,21.9904
7360,1807.66,24.1338,3067.51,1625.5,4650.86,12182,,,24.1338
2624,902.504,17.1128,2586.57,1642.03,4644.88,12183,,,17.1128
2816,942.022,17.5204,2301.77,1690.47,4645.84,12184,,,17.5204
4096,1233.8,19.8512,3689.14,1840.17,4646.37,12185,,,19.8512
25472,4509.98,36.5052,3497.92,1920.53,4652.79,12186,,,36.5052
3904,1177.58,19.5361,2259.81,1973.59,4646.73,12187,,,19.5361
13376,2715.75,29.4516,3201.48,2191.94,4651.6,12188,,,29.4516
1344,559.255,13.692,3850,2208.44,4643.5,12189,,,13.692
126400,13042.2,62.2658,3371.47,2661.99,4672.2,12190,,,62.2658
200896,18531.9,72.6648,2843.14,2982.96,4677.17,12191,,,72.6648
100928,11023.7,57.7658,3795.12,3095.25,4669.68,12192,,,57.7658
3776,1149.18,19.3202,4036.24,3127.1,4645.17,12193,,,19.3202
6528,1672.26,23.1879,3997.78,3294.2,4648.81,12194,,,23.1879
1344,556.733,13.692,2972.67,3354.34,4643.5,12195,,,13.692
2752,939.423,17.3867,2594.86,3807.2,4645.16,12196,,,17.3867
1600,637.807,14.5113,3676.24,3831.26,4644.85,12197,,,14.5113
1984,778.046,15.5901,2449.28,3881.04,4647.19,12198,,,15.5901
1728,762.985,14.8884,2863.25,3952.44,4643.08,12199,,,14.8884
10240,2279.75,26.9422,2581.66,4079.65,4648.48,12200,,,26.9422
2624,891.433,17.1128,3793.49,4158.13,4647.61,12201,,,17.1128
5120,1413.82,21.3841,3450.76,4163.4,4649.68,12202,,,21.3841
1664,652.251,14.7023,3599.73,4198.95,4645.39,12203,,,14.7023
1920,715.023,15.4206,2394.69,4310.97,4642.93,12204,,,15.4206
2240,797.848,16.2337,2661.36,4378.19,4642.82,12205,,,16.2337
7104,3153.82,23.8507,3594.45,4413.95,4663.58,12206,,,23.8507
1600,640.435,14.5113,3322.48,1443.42,4646.93,12207,,,14.5113
2944,960.021,17.782,3989.39,1614.23,4652.15,12208,,,17.782
5184,1396.06,21.4728,3042.76,1654.91,4651.47,12209,,,21.4728
1984,739.248,15.5901,3965.92,1742.2,4650.42,12210,,,15.5901
2176,798.357,16.0776,3668.6,1795.93,4648.34,12211,,,16.0776
57920,7480.21,48.0039,3642.61,2125.13,4665.75,12212,,,48.0039
197632,20846.1,72.2691,2498.1,2209.7,4681.74,12213,,,72.2691
9792,2202.29,26.5435,2409.73,2309.12,4655.3,12214,,,26.5435
16960,3173.66,31.8769,2714.7,2339.37,4655.75,12215,,,31.8769
8384,1974.86,25.2049,3753.43,3047.77,4654.5,12216,,,25.2049
4224,1249.66,20.0559,2482.9,3189.28,4651.11,12217,,,20.0559
2176,780.189,16.0776,3047.19,3502.4,4648.58,12218,,,16.0776
5632,1698.77,22.0744,2807.87,3518.33,4652.89,12219,,,22.0744
1600,633.662,14.5113,2570.8,3545.98,4647.57,12220,,,14.5113
3072,1013.91,18.036,3328.12,3819.02,4651.93,12221,,,18.036
4992,1564.1,21.2044,3101.57,4014.13,4652.93,12222,,,21.2044
3136,1328,18.1604,3302.55,4035.51,4660.81,12223,,,18.1604
1536,613.348,14.3152,3098.29,1371.94,4650.43,12224,,,14.3152
2816,936.206,17.5204,3306.96,1693.56,4653.84,12225,,,17.5204
2176,930.416,16.0776,3806.49,1804.99,4657.4,12226,,,16.0776
1664,639.845,14.7023,2371.57,1847.1,4650.62,12227,,,14.7023
1792,682.712,15.07,4017.67,1983.96,4650.79,12228,,,15.07
24640,4470.18,36.1033,2375.92,2708.48,4666.3,12229,,,36.1033
84480,9390.44,54.44,3424.94,2742.47,4673.31,12230,,,54.44
179008,19022.7,69.9237,2881.48,2784.5,4684.76,12231,,,69.9237
1344,562.68,13.692,2664.29,3825.39,4650.36,12232,,,13.692
3392,1173.35,18.6417,2909.07,3959.63,4656.37,12233,,,18.6417
4736,1362.2,20.8355,2414.15,4002.89,4652.55,12234,,,20.8355
116544,11952.3,60.6034,3920.99,4014.57,4681.15,12235,,,60.6034
3456,1070.6,18.7582,3659.33,4129.4,4656.12,12236,,,18.7582
7296,1800.07,24.0637,3032.18,4342.09,4658.02,12237,,,24.0637
3840,1302.3,19.4287,3063.22,4352.57,4658.13,12238,,,19.4287
3136,1028.91,18.1604,3575.04,4382.53,4653.14,12239,,,18.1604
1536,613.375,14.3152,3164.62,1379.94,4656.1,12240,,,14.3152
11456,2446.71,27.9691,3662.49,1466.68,4663.71,12241,,,27.9691
1792,802.741,15.07,3031.96,1689.67,4657.22,12242,,,15.07
1536,621.686,14.3152,2973.79,1704.44,4654.76,12243,,,14.3152
1472,607.348,14.1136,2482.09,2042.06,4657.19,12244,,,14.1136
20992,3674.53,34.2257,3594.6,2457.09,4668,12245,,,34.2257
2496,877.684,16.8299,3295.67,2643.1,4658.21,12246,,,16.8299
1344,550.065,13.692,4079.34,3191.48,4654.93,12247,,,13.692
116160,13064.8,60.5368,2764,3528.91,4676.89,12248,,,60.5368
90240,10497.7,55.6502,3607.01,3834.89,4683.27,12249,,,55.6502
133312,12860.4,63.3807,3725.46,3887.57,4682.64,12250,,,63.3807
